No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
24249,2015,12,6,8,122.0,126.0,5.0,62.0,3300.0,3.0,-2.7,1026.4,-6.0,0.0,NE,1.0,Tiantan
24250,2015,12,6,9,94.0,132.0,12.0,69.0,2700.0,3.0,-0.9,1026.6,-5.5,0.0,ENE,1.3,Tiantan
24251,2015,12,6,10,104.0,139.0,28.0,86.0,2900.0,4.0,0.4,1026.6,-5.0,0.0,NE,1.1,Tiantan
24252,2015,12,6,11,117.0,150.0,32.0,95.0,2800.0,5.0,1.5,1026.3,-4.6,0.0,E,1.4,Tiantan
24253,2015,12,6,12,122.0,157.0,36.0,104.0,2700.0,5.0,2.8,1025.8,-4.0,0.0,NE,1.1,Tiantan
24254,2015,12,6,13,147.0,173.0,40.0,117.0,2900.0,6.0,3.4,1024.9,-3.9,0.0,ENE,1.5,Tiantan
24255,2015,12,6,14,181.0,211.0,49.0,131.0,3100.0,7.0,3.9,1024.1,-3.9,0.0,E,1.2,Tiantan
24256,2015,12,6,15,207.0,248.0,58.0,143.0,3300.0,7.0,3.8,1024.0,-3.7,0.0,ENE,2.0,Tiantan
24257,2015,12,6,16,187.0,201.0,51.0,118.0,2500.0,12.0,3.4,1024.3,-3.4,0.0,ENE,1.4,Tiantan
24258,2015,12,6,17,177.0,187.0,27.0,113.0,2500.0,8.0,1.3,1024.7,-3.4,0.0,ENE,0.9,Tiantan
24259,2015,12,6,18,206.0,248.0,12.0,119.0,3200.0,3.0,-0.4,1025.3,-3.3,0.0,ENE,0.8,Tiantan
24260,2015,12,6,19,222.0,248.0,7.0,112.0,3700.0,3.0,-1.2,1025.9,-3.1,0.0,ENE,0.6,Tiantan
24261,2015,12,6,20,204.0,227.0,14.0,117.0,3300.0,3.0,0.3,1026.4,-2.7,0.0,NE,0.8,Tiantan
24262,2015,12,6,21,172.0,183.0,11.0,103.0,2900.0,2.0,-0.4,1026.7,-3.1,0.0,NE,0.2,Tiantan
24263,2015,12,6,22,201.0,207.0,20.0,118.0,3100.0,3.0,-0.4,1027.1,-3.1,0.0,NE,1.1,Tiantan
24264,2015,12,6,23,185.0,185.0,15.0,107.0,3200.0,2.0,0.6,1027.5,-3.7,0.0,ENE,1.4,Tiantan
24265,2015,12,7,0,181.0,200.0,25.0,111.0,3900.0,3.0,0.3,1027.6,-3.6,0.0,NE,0.7,Tiantan
24266,2015,12,7,1,198.0,211.0,26.0,113.0,3800.0,3.0,1.0,1027.6,-2.8,0.0,NE,1.1,Tiantan
24267,2015,12,7,2,183.0,202.0,29.0,112.0,3500.0,3.0,1.2,1027.9,-2.7,0.0,ENE,1.2,Tiantan
24268,2015,12,7,3,180.0,187.0,27.0,106.0,3400.0,3.0,0.9,1028.2,-2.5,0.0,E,1.5,Tiantan
24269,2015,12,7,4,165.0,171.0,31.0,106.0,3100.0,4.0,0.9,1027.8,-2.9,0.0,ENE,1.2,Tiantan
24270,2015,12,7,5,162.0,162.0,28.0,98.0,2700.0,3.0,0.1,1027.8,-3.3,0.0,E,1.0,Tiantan
24271,2015,12,7,6,163.0,163.0,27.0,100.0,2900.0,4.0,0.1,1028.0,-3.1,0.0,NE,0.8,Tiantan
24272,2015,12,7,7,153.0,163.0,26.0,98.0,2900.0,3.0,0.0,1028.6,-3.0,0.0,E,0.7,Tiantan
24273,2015,12,7,8,149.0,154.0,29.0,97.0,2600.0,3.0,0.2,1029.3,-2.8,0.0,ESE,0.8,Tiantan
24274,2015,12,7,9,143.0,158.0,27.0,96.0,2700.0,4.0,1.1,1029.5,-2.7,0.0,ENE,1.2,Tiantan
24275,2015,12,7,10,144.0,160.0,54.0,101.0,2900.0,5.0,2.4,1029.7,-2.7,0.0,E,1.3,Tiantan
24276,2015,12,7,11,158.0,177.0,61.0,104.0,3100.0,5.0,2.9,1029.7,-2.2,0.0,E,1.6,Tiantan
24277,2015,12,7,12,171.0,191.0,63.0,109.0,3200.0,6.0,3.0,1029.2,-2.3,0.0,ESE,1.7,Tiantan
24278,2015,12,7,13,181.0,197.0,60.0,109.0,3100.0,7.0,3.7,1028.5,-2.1,0.0,E,1.3,Tiantan
24279,2015,12,7,14,166.0,180.0,56.0,109.0,2900.0,7.0,3.6,1027.9,-1.8,0.0,ENE,1.9,Tiantan
24280,2015,12,7,15,180.0,194.0,53.0,112.0,3000.0,6.0,3.6,1027.3,-1.6,0.0,ENE,1.9,Tiantan
24281,2015,12,7,16,182.0,195.0,48.0,112.0,2900.0,5.0,3.1,1027.8,-1.7,0.0,ENE,1.7,Tiantan
24282,2015,12,7,17,185.0,185.0,24.0,108.0,2700.0,3.0,1.6,1027.8,-1.8,0.0,E,1.2,Tiantan
24283,2015,12,7,18,189.0,201.0,17.0,103.0,3200.0,3.0,0.5,1028.2,-1.7,0.0,NE,1.0,Tiantan
24284,2015,12,7,19,189.0,191.0,8.0,90.0,3200.0,3.0,-0.8,1028.4,-1.9,0.0,E,0.7,Tiantan
24285,2015,12,7,20,171.0,171.0,5.0,80.0,2900.0,3.0,-0.6,1028.6,-1.9,0.0,ESE,0.7,Tiantan
24286,2015,12,7,21,160.0,160.0,2.0,62.0,2700.0,3.0,-1.4,1029.1,-1.8,0.0,ESE,0.8,Tiantan
24287,2015,12,7,22,144.0,144.0,2.0,57.0,2400.0,3.0,-1.9,1028.9,-2.0,0.0,ENE,1.4,Tiantan
24288,2015,12,7,23,133.0,133.0,2.0,49.0,2400.0,3.0,-2.0,1028.8,-2.0,0.0,E,0.5,Tiantan
24289,2015,12,8,0,134.0,134.0,2.0,46.0,2600.0,3.0,-2.1,1028.6,-2.1,0.0,ENE,0.4,Tiantan
24290,2015,12,8,1,137.0,137.0,2.0,46.0,2600.0,3.0,-2.1,1028.3,-2.1,0.0,E,1.0,Tiantan
24291,2015,12,8,2,123.0,123.0,2.0,46.0,2200.0,3.0,-1.9,1028.1,-1.9,0.0,ENE,0.8,Tiantan
24292,2015,12,8,3,126.0,126.0,2.0,48.0,2300.0,3.0,-1.6,1028.0,-1.6,0.0,NE,0.7,Tiantan
24293,2015,12,8,4,140.0,140.0,2.0,48.0,2300.0,3.0,-1.3,1027.7,-1.3,0.0,NE,1.4,Tiantan
24294,2015,12,8,5,147.0,147.0,2.0,52.0,2300.0,3.0,-0.9,1027.2,-0.9,0.0,E,1.0,Tiantan
24295,2015,12,8,6,157.0,157.0,3.0,73.0,2600.0,3.0,0.0,1027.3,0.0,0.0,ESE,1.2,Tiantan
24296,2015,12,8,7,164.0,164.0,3.0,69.0,2700.0,3.0,-0.2,1027.6,-0.3,0.0,E,1.2,Tiantan
24297,2015,12,8,8,158.0,158.0,3.0,61.0,2700.0,3.0,0.0,1027.8,-0.1,0.0,E,0.8,Tiantan
24298,2015,12,8,9,167.0,167.0,4.0,64.0,2800.0,3.0,0.4,1027.9,0.0,0.0,ENE,1.0,Tiantan
24299,2015,12,8,10,207.0,207.0,6.0,91.0,3300.0,3.0,0.8,1028.0,-0.1,0.0,ENE,1.1,Tiantan
24300,2015,12,8,11,233.0,233.0,8.0,94.0,3800.0,4.0,0.7,1027.4,-0.2,0.0,ENE,1.0,Tiantan
24301,2015,12,8,12,249.0,252.0,12.0,106.0,4000.0,4.0,1.2,1026.6,0.0,0.0,ENE,1.1,Tiantan
24302,2015,12,8,13,243.0,248.0,14.0,107.0,3800.0,4.0,1.7,1025.7,0.2,0.0,ENE,1.4,Tiantan
24303,2015,12,8,14,241.0,251.0,16.0,109.0,3700.0,3.0,1.6,1025.3,0.1,0.0,ENE,1.1,Tiantan
24304,2015,12,8,15,243.0,243.0,15.0,107.0,3400.0,3.0,1.7,1024.7,0.1,0.0,ENE,1.2,Tiantan
24305,2015,12,8,16,221.0,230.0,16.0,106.0,3400.0,3.0,1.6,1024.6,0.0,0.0,ENE,1.4,Tiantan
24306,2015,12,8,17,246.0,253.0,15.0,107.0,3800.0,3.0,1.3,1024.4,0.1,0.0,E,1.5,Tiantan
24307,2015,12,8,18,243.0,258.0,15.0,101.0,4000.0,3.0,1.3,1024.4,0.3,0.0,ENE,1.3,Tiantan
24308,2015,12,8,19,218.0,218.0,20.0,101.0,3500.0,3.0,1.2,1024.6,0.3,0.0,NE,1.5,Tiantan
24309,2015,12,8,20,246.0,255.0,19.0,102.0,4200.0,4.0,1.2,1025.1,0.5,0.0,NE,1.2,Tiantan
24310,2015,12,8,21,256.0,256.0,21.0,103.0,3900.0,3.0,1.1,1024.8,0.5,0.0,ENE,1.4,Tiantan
24311,2015,12,8,22,262.0,262.0,21.0,100.0,4500.0,3.0,1.0,1024.5,0.4,0.0,NE,0.9,Tiantan
24312,2015,12,8,23,268.0,268.0,20.0,93.0,5500.0,3.0,1.0,1024.6,0.7,0.0,ENE,1.3,Tiantan
24313,2015,12,9,0,256.0,256.0,13.0,81.0,4600.0,3.0,0.9,1024.2,0.9,0.0,ENE,0.9,Tiantan
24314,2015,12,9,1,243.0,243.0,10.0,67.0,4300.0,3.0,1.0,1023.7,1.0,0.1,ENE,1.3,Tiantan
24315,2015,12,9,2,253.0,253.0,10.0,78.0,4100.0,3.0,1.0,1023.3,1.0,0.1,NE,1.1,Tiantan
24316,2015,12,9,3,275.0,275.0,13.0,97.0,3900.0,3.0,1.1,1022.9,1.1,0.0,NE,0.9,Tiantan
24317,2015,12,9,4,249.0,249.0,17.0,98.0,3700.0,3.0,1.3,1022.5,1.3,0.0,N,1.2,Tiantan
24318,2015,12,9,5,218.0,218.0,21.0,101.0,3800.0,2.0,1.2,1022.0,1.2,0.0,ENE,1.2,Tiantan
24319,2015,12,9,6,243.0,243.0,27.0,108.0,3400.0,2.0,1.4,1021.9,1.4,0.0,E,0.6,Tiantan
24320,2015,12,9,7,250.0,250.0,31.0,108.0,3300.0,2.0,1.6,1021.9,1.6,0.0,E,0.9,Tiantan
24321,2015,12,9,8,236.0,236.0,33.0,106.0,3300.0,2.0,1.8,1022.3,1.8,0.0,NE,0.9,Tiantan
24322,2015,12,9,9,217.0,217.0,34.0,102.0,3100.0,3.0,2.0,1022.5,1.4,0.0,ENE,1.7,Tiantan
24323,2015,12,9,10,225.0,225.0,34.0,100.0,3100.0,3.0,2.3,1022.5,1.7,0.0,ENE,1.5,Tiantan
24324,2015,12,9,11,219.0,219.0,36.0,98.0,3000.0,5.0,2.7,1022.0,1.7,0.0,ENE,1.3,Tiantan
24325,2015,12,9,12,221.0,221.0,34.0,104.0,3200.0,6.0,3.3,1021.0,2.1,0.0,NE,1.1,Tiantan
24326,2015,12,9,13,224.0,224.0,46.0,105.0,3000.0,8.0,4.0,1020.2,1.5,0.0,N,1.5,Tiantan
24327,2015,12,9,14,235.0,235.0,46.0,110.0,3100.0,7.0,4.4,1019.4,1.4,0.0,ENE,1.1,Tiantan
24328,2015,12,9,15,258.0,258.0,46.0,110.0,3100.0,5.0,4.3,1019.3,1.7,0.0,ENE,1.2,Tiantan
24329,2015,12,9,16,267.0,267.0,42.0,111.0,3200.0,4.0,3.8,1019.1,1.7,0.0,NE,0.6,Tiantan
24330,2015,12,9,17,281.0,281.0,30.0,112.0,3200.0,2.0,2.4,1019.1,1.5,0.0,ESE,0.8,Tiantan
24331,2015,12,9,18,270.0,270.0,14.0,92.0,3100.0,2.0,2.7,1020.1,2.0,0.0,ENE,1.0,Tiantan
24332,2015,12,9,19,270.0,270.0,19.0,92.0,3200.0,2.0,3.0,1020.3,2.0,0.0,NE,0.9,Tiantan
24333,2015,12,9,20,285.0,285.0,22.0,97.0,3600.0,2.0,3.0,1020.5,2.0,0.0,ENE,1.2,Tiantan
24334,2015,12,9,21,301.0,301.0,23.0,103.0,4000.0,2.0,3.2,1020.2,2.2,0.0,NE,1.0,Tiantan
24335,2015,12,9,22,335.0,335.0,25.0,113.0,4800.0,3.0,3.3,1019.7,1.8,0.0,NE,1.0,Tiantan
24336,2015,12,9,23,331.0,331.0,21.0,109.0,4700.0,2.0,3.4,1019.6,1.9,0.0,NE,1.0,Tiantan
24337,2015,12,10,0,274.0,274.0,23.0,99.0,3400.0,2.0,2.5,1019.3,1.5,0.0,NE,0.4,Tiantan
24338,2015,12,10,1,241.0,241.0,19.0,82.0,2800.0,2.0,1.2,1019.0,1.1,0.0,ESE,0.8,Tiantan
24339,2015,12,10,2,222.0,222.0,8.0,61.0,2700.0,2.0,0.2,1019.0,0.2,0.0,E,0.8,Tiantan
24340,2015,12,10,3,217.0,217.0,5.0,56.0,3100.0,2.0,-0.1,1018.8,-0.1,0.0,NE,1.1,Tiantan
24341,2015,12,10,4,219.0,219.0,14.0,81.0,3400.0,2.0,-1.0,1018.7,-1.0,0.0,E,0.6,Tiantan
24342,2015,12,10,5,222.0,222.0,14.0,80.0,3600.0,2.0,-1.4,1019.0,-1.4,0.0,NNE,0.7,Tiantan
24343,2015,12,10,6,206.0,206.0,8.0,66.0,3100.0,2.0,-1.1,1019.6,-1.1,0.0,ESE,1.6,Tiantan
24344,2015,12,10,7,198.0,198.0,20.0,78.0,3200.0,2.0,-0.2,1020.4,-0.2,0.0,NE,1.4,Tiantan
24345,2015,12,10,8,176.0,176.0,21.0,75.0,2900.0,3.0,2.8,1021.1,-1.6,0.0,NNW,2.9,Tiantan
24346,2015,12,10,9,109.0,109.0,40.0,67.0,1800.0,6.0,4.7,1021.9,-4.1,0.0,NNW,3.5,Tiantan
24347,2015,12,10,10,75.0,75.0,35.0,58.0,1300.0,16.0,6.1,1022.7,-6.8,0.0,NNW,2.6,Tiantan
24348,2015,12,10,11,44.0,44.0,22.0,37.0,800.0,40.0,6.9,1022.6,-8.7,0.0,NNE,4.1,Tiantan
24349,2015,12,10,12,31.0,31.0,14.0,27.0,500.0,56.0,7.6,1021.9,-10.2,0.0,NNE,3.7,Tiantan
24350,2015,12,10,13,22.0,22.0,8.0,22.0,400.0,64.0,8.2,1021.6,-9.7,0.0,NNE,3.6,Tiantan
24351,2015,12,10,14,13.0,13.0,7.0,24.0,400.0,64.0,8.7,1021.3,-9.8,0.0,N,2.9,Tiantan
24352,2015,12,10,15,11.0,11.0,7.0,25.0,400.0,63.0,8.3,1021.0,-7.9,0.0,NE,2.6,Tiantan
24353,2015,12,10,16,13.0,13.0,6.0,34.0,400.0,55.0,8.1,1021.3,-8.5,0.0,NNE,2.0,Tiantan
24354,2015,12,10,17,16.0,16.0,8.0,51.0,600.0,37.0,7.1,1022.1,-9.3,0.0,N,2.9,Tiantan
24355,2015,12,10,18,22.0,22.0,11.0,67.0,700.0,19.0,6.1,1022.9,-9.4,0.0,NNE,2.2,Tiantan
24356,2015,12,10,19,23.0,23.0,11.0,60.0,700.0,26.0,3.7,1024.0,-8.4,0.0,NE,1.4,Tiantan
24357,2015,12,10,20,13.0,13.0,12.0,62.0,600.0,22.0,3.6,1024.4,-9.4,0.0,NNE,1.6,Tiantan
24358,2015,12,10,21,23.0,23.0,9.0,72.0,700.0,9.0,2.0,1025.0,-8.2,0.0,ENE,1.4,Tiantan
24359,2015,12,10,22,27.0,27.0,8.0,66.0,700.0,11.0,2.7,1025.4,-9.3,0.0,NNE,1.4,Tiantan
24360,2015,12,10,23,25.0,25.0,8.0,56.0,500.0,20.0,1.4,1025.6,-8.7,0.0,NE,1.3,Tiantan
24361,2015,12,11,0,15.0,15.0,9.0,64.0,600.0,11.0,1.5,1025.5,-9.2,0.0,NNE,1.2,Tiantan
24362,2015,12,11,1,28.0,28.0,7.0,65.0,600.0,7.0,1.0,1025.4,-8.3,0.0,NNE,1.3,Tiantan
24363,2015,12,11,2,24.0,24.0,3.0,60.0,600.0,7.0,1.8,1025.5,-9.2,0.0,NW,1.6,Tiantan
24364,2015,12,11,3,29.0,29.0,2.0,60.0,700.0,2.0,1.3,1025.5,-9.4,0.0,N,1.4,Tiantan
24365,2015,12,11,4,20.0,20.0,2.0,51.0,600.0,5.0,-1.1,1025.4,-8.1,0.0,NE,0.8,Tiantan
24366,2015,12,11,5,17.0,17.0,2.0,49.0,500.0,7.0,-3.1,1025.3,-8.6,0.0,NE,0.8,Tiantan
24367,2015,12,11,6,9.0,9.0,6.0,51.0,500.0,15.0,-3.9,1025.6,-8.2,0.0,NE,1.1,Tiantan
24368,2015,12,11,7,13.0,13.0,2.0,57.0,600.0,2.0,-3.6,1025.9,-8.3,0.0,NNE,1.1,Tiantan
24369,2015,12,11,8,15.0,22.0,2.0,57.0,800.0,2.0,-3.2,1026.7,-8.9,0.0,NNE,0.4,Tiantan
24370,2015,12,11,9,17.0,17.0,6.0,61.0,900.0,7.0,0.2,1026.8,-9.5,0.0,NNE,2.0,Tiantan
24371,2015,12,11,10,11.0,11.0,7.0,47.0,600.0,30.0,2.3,1027.3,-9.9,0.0,NE,1.7,Tiantan
24372,2015,12,11,11,12.0,12.0,5.0,40.0,500.0,41.0,2.8,1026.9,-11.2,0.0,NE,3.1,Tiantan
24373,2015,12,11,12,10.0,10.0,6.0,39.0,500.0,45.0,3.9,1025.7,-10.6,0.0,NE,1.4,Tiantan
24374,2015,12,11,13,18.0,18.0,7.0,42.0,600.0,44.0,4.8,1024.6,-10.5,0.0,ENE,1.7,Tiantan
24375,2015,12,11,14,46.0,55.0,15.0,65.0,1100.0,30.0,5.3,1023.8,-10.1,0.0,ESE,1.4,Tiantan
24376,2015,12,11,15,68.0,76.0,24.0,73.0,1300.0,27.0,5.4,1023.5,-9.6,0.0,NE,1.3,Tiantan
24377,2015,12,11,16,68.0,77.0,24.0,62.0,1300.0,32.0,5.0,1023.4,-7.5,0.0,WSW,1.7,Tiantan
24378,2015,12,11,17,69.0,71.0,12.0,63.0,1300.0,20.0,3.6,1023.3,-6.7,0.0,SSW,1.3,Tiantan
24379,2015,12,11,18,62.0,62.0,5.0,66.0,1200.0,10.0,2.8,1023.4,-6.6,0.0,WSW,1.3,Tiantan
24380,2015,12,11,19,71.0,71.0,3.0,70.0,1200.0,2.0,2.5,1023.3,-6.9,0.0,WSW,1.4,Tiantan
24381,2015,12,11,20,75.0,75.0,4.0,76.0,1600.0,2.0,2.4,1023.4,-7.2,0.0,WSW,1.7,Tiantan
24382,2015,12,11,21,81.0,86.0,5.0,82.0,2000.0,2.0,2.2,1023.6,-7.2,0.0,WSW,1.6,Tiantan
24383,2015,12,11,22,86.0,91.0,4.0,83.0,2100.0,2.0,1.4,1023.5,-6.4,0.0,WSW,1.2,Tiantan
24384,2015,12,11,23,96.0,96.0,3.0,80.0,2000.0,2.0,-0.4,1023.2,-6.0,0.0,WSW,1.1,Tiantan
24385,2015,12,12,0,101.0,103.0,2.0,80.0,2200.0,2.0,-1.0,1023.1,-5.2,0.0,W,0.5,Tiantan
24386,2015,12,12,1,117.0,117.0,2.0,82.0,2200.0,2.0,-1.2,1022.9,-4.7,0.0,NE,1.3,Tiantan
24387,2015,12,12,2,117.0,117.0,2.0,69.0,2200.0,2.0,-1.4,1022.8,-4.7,0.0,E,1.5,Tiantan
24388,2015,12,12,3,115.0,115.0,2.0,64.0,2200.0,2.0,-1.6,1022.7,-4.8,0.0,NE,1.0,Tiantan
24389,2015,12,12,4,86.0,89.0,2.0,73.0,2500.0,2.0,-2.0,1022.4,-4.7,0.0,NE,1.1,Tiantan
24390,2015,12,12,5,98.0,104.0,4.0,73.0,2800.0,2.0,-1.7,1022.2,-6.1,0.0,ENE,1.3,Tiantan
24391,2015,12,12,6,109.0,122.0,5.0,76.0,3300.0,2.0,-1.5,1022.3,-6.3,0.0,NE,1.2,Tiantan
24392,2015,12,12,7,106.0,106.0,5.0,68.0,2700.0,2.0,-1.5,1022.7,-6.6,0.0,ENE,1.2,Tiantan
24393,2015,12,12,8,74.0,77.0,6.0,66.0,2200.0,2.0,-1.5,1022.4,-6.8,0.0,NE,1.0,Tiantan
24394,2015,12,12,9,60.0,83.0,7.0,60.0,1700.0,2.0,-0.3,1022.9,-6.1,0.0,NE,1.1,Tiantan
24395,2015,12,12,10,61.0,71.0,21.0,74.0,1700.0,4.0,1.3,1023.1,-7.7,0.0,NNE,1.2,Tiantan
24396,2015,12,12,11,69.0,76.0,22.0,78.0,1700.0,5.0,1.5,1023.0,-6.8,0.0,ENE,1.7,Tiantan
24397,2015,12,12,12,64.0,66.0,21.0,77.0,1500.0,9.0,2.7,1022.0,-7.0,0.0,NNE,1.2,Tiantan
24398,2015,12,12,13,68.0,68.0,20.0,72.0,1300.0,15.0,3.9,1021.3,-6.7,0.0,NNW,0.8,Tiantan
24399,2015,12,12,14,61.0,61.0,20.0,71.0,1200.0,19.0,4.4,1020.7,-7.4,0.0,E,1.1,Tiantan
24400,2015,12,12,15,78.0,79.0,20.0,90.0,1500.0,14.0,5.4,1020.2,-6.8,0.0,S,0.7,Tiantan
24401,2015,12,12,16,217.0,279.0,26.0,162.0,4100.0,4.0,4.3,1020.2,-7.2,0.0,E,1.2,Tiantan
24402,2015,12,12,17,274.0,306.0,12.0,142.0,4000.0,2.0,3.2,1020.7,-3.6,0.0,SSE,1.1,Tiantan
24403,2015,12,12,18,221.0,225.0,4.0,108.0,3200.0,2.0,1.4,1021.0,-3.5,0.0,E,0.9,Tiantan
24404,2015,12,12,19,238.0,238.0,2.0,104.0,3400.0,2.0,0.2,1021.3,-3.2,0.0,ESE,0.9,Tiantan
24405,2015,12,12,20,342.0,347.0,2.0,123.0,4500.0,2.0,-1.0,1021.7,-3.4,0.0,ENE,1.3,Tiantan
24406,2015,12,12,21,389.0,389.0,2.0,110.0,4700.0,2.0,-1.5,1022.2,-3.2,0.0,NE,0.9,Tiantan
24407,2015,12,12,22,388.0,388.0,2.0,94.0,4900.0,2.0,-2.2,1022.7,-3.6,0.0,N,0.2,Tiantan
24408,2015,12,12,23,396.0,396.0,2.0,100.0,5400.0,2.0,-2.5,1022.9,-3.6,0.0,ENE,1.3,Tiantan
24409,2015,12,13,0,353.0,353.0,2.0,91.0,5000.0,2.0,-2.4,1023.0,-4.0,0.0,ENE,0.6,Tiantan
24410,2015,12,13,1,255.0,255.0,2.0,89.0,4500.0,2.0,-2.1,1023.2,-3.5,0.0,NE,0.9,Tiantan
24411,2015,12,13,2,227.0,227.0,6.0,95.0,4700.0,2.0,-2.8,1023.1,-3.8,0.0,NE,0.9,Tiantan
24412,2015,12,13,3,247.0,247.0,6.0,97.0,4700.0,2.0,-3.0,1023.4,-3.7,0.0,ENE,0.9,Tiantan
24413,2015,12,13,4,241.0,241.0,7.0,102.0,4900.0,4.0,-2.4,1023.2,-4.3,0.0,ENE,1.2,Tiantan
24414,2015,12,13,5,257.0,257.0,7.0,95.0,4600.0,3.0,-3.1,1023.0,-4.8,0.0,ENE,0.9,Tiantan
24415,2015,12,13,6,117.0,117.0,8.0,78.0,2100.0,2.0,-2.5,1022.9,-5.6,0.0,NE,1.3,Tiantan
24416,2015,12,13,7,84.0,84.0,6.0,63.0,1800.0,2.0,-2.4,1023.7,-6.1,0.0,ENE,1.1,Tiantan
24417,2015,12,13,8,67.0,67.0,5.0,56.0,1500.0,2.0,-3.3,1024.1,-5.8,0.0,ENE,0.8,Tiantan
24418,2015,12,13,9,58.0,67.0,6.0,57.0,1500.0,3.0,-2.6,1024.7,-5.7,0.0,NE,1.1,Tiantan
24419,2015,12,13,10,78.0,78.0,15.0,65.0,1600.0,4.0,-0.6,1025.1,-5.0,0.0,SSE,0.6,Tiantan
24420,2015,12,13,11,91.0,91.0,22.0,75.0,1900.0,6.0,0.3,1024.7,-4.2,0.0,E,1.3,Tiantan
24421,2015,12,13,12,131.0,144.0,40.0,95.0,2700.0,9.0,2.6,1023.8,-4.2,0.0,E,1.4,Tiantan
24422,2015,12,13,13,188.0,200.0,67.0,106.0,4000.0,14.0,3.7,1022.9,-4.0,0.0,NE,0.6,Tiantan
24423,2015,12,13,14,205.0,208.0,66.0,108.0,3800.0,21.0,3.4,1022.1,-3.6,0.0,SE,2.2,Tiantan
24424,2015,12,13,15,240.0,271.0,74.0,136.0,5400.0,9.0,3.4,1021.9,-3.6,0.0,SSE,1.0,Tiantan
24425,2015,12,13,16,226.0,229.0,81.0,129.0,5000.0,8.0,3.1,1021.9,-4.6,0.0,SE,0.9,Tiantan
24426,2015,12,13,17,188.0,189.0,54.0,117.0,4700.0,4.0,2.0,1022.1,-5.2,0.0,ESE,0.5,Tiantan
24427,2015,12,13,18,191.0,191.0,28.0,113.0,4800.0,2.0,1.5,1022.0,-4.8,0.0,SE,1.0,Tiantan
24428,2015,12,13,19,200.0,200.0,22.0,109.0,4800.0,2.0,2.0,1021.9,-4.5,0.0,SSE,1.3,Tiantan
24429,2015,12,13,20,223.0,223.0,24.0,116.0,5100.0,2.0,2.2,1021.9,-4.3,0.0,SSE,1.3,Tiantan
24430,2015,12,13,21,260.0,267.0,30.0,127.0,5500.0,3.0,2.1,1021.8,-3.4,0.0,SSE,0.8,Tiantan
24431,2015,12,13,22,283.0,290.0,30.0,127.0,5700.0,2.0,2.1,1021.9,-2.8,0.0,S,0.8,Tiantan
24432,2015,12,13,23,247.0,247.0,29.0,118.0,5000.0,2.0,2.2,1021.9,-2.5,0.0,SW,1.0,Tiantan
24433,2015,12,14,0,240.0,242.0,25.0,122.0,3600.0,2.0,1.7,1022.0,-0.2,0.0,WSW,2.0,Tiantan
24434,2015,12,14,1,193.0,193.0,9.0,98.0,3000.0,2.0,0.6,1021.6,0.5,0.6,WSW,0.7,Tiantan
24435,2015,12,14,2,212.0,212.0,7.0,83.0,3500.0,2.0,0.4,1021.0,0.4,0.5,N,0.1,Tiantan
24436,2015,12,14,3,217.0,217.0,7.0,89.0,3700.0,2.0,0.1,1020.5,0.1,0.4,ENE,0.8,Tiantan
24437,2015,12,14,4,209.0,209.0,7.0,89.0,3500.0,2.0,0.2,1020.1,0.2,0.2,ENE,0.7,Tiantan
24438,2015,12,14,5,150.0,150.0,5.0,69.0,2700.0,2.0,0.2,1019.6,0.2,0.0,ENE,0.9,Tiantan
24439,2015,12,14,6,165.0,165.0,4.0,67.0,2900.0,2.0,0.1,1019.2,0.1,0.1,ENE,1.4,Tiantan
24440,2015,12,14,7,192.0,192.0,5.0,75.0,3000.0,2.0,0.3,1019.5,0.3,0.0,ENE,1.4,Tiantan
24441,2015,12,14,8,193.0,193.0,5.0,78.0,3000.0,2.0,0.4,1019.7,0.4,0.0,ENE,1.0,Tiantan
24442,2015,12,14,9,217.0,217.0,7.0,101.0,3200.0,3.0,0.7,1019.9,0.7,0.0,ENE,1.2,Tiantan
24443,2015,12,14,10,248.0,248.0,10.0,112.0,3500.0,3.0,0.8,1020.3,0.8,0.0,ENE,1.1,Tiantan
24444,2015,12,14,11,267.0,267.0,13.0,117.0,3400.0,5.0,1.8,1019.8,1.8,0.0,ESE,1.1,Tiantan
24445,2015,12,14,12,272.0,272.0,16.0,120.0,3400.0,10.0,4.5,1018.7,-0.9,0.0,W,2.2,Tiantan
24446,2015,12,14,13,291.0,291.0,21.0,130.0,3500.0,11.0,5.7,1017.6,-5.0,0.0,NW,3.7,Tiantan
24447,2015,12,14,14,145.0,145.0,34.0,63.0,1500.0,32.0,5.6,1017.0,-7.0,0.0,NW,5.2,Tiantan
24448,2015,12,14,15,162.0,162.0,33.0,69.0,1400.0,30.0,5.7,1017.1,-7.5,0.0,NW,4.3,Tiantan
24449,2015,12,14,16,263.0,263.0,25.0,123.0,3100.0,11.0,4.9,1017.6,-8.3,0.0,WNW,6.8,Tiantan
24450,2015,12,14,17,299.0,299.0,14.0,145.0,3600.0,4.0,4.1,1018.4,-8.0,0.0,NW,5.1,Tiantan
24451,2015,12,14,18,269.0,269.0,9.0,129.0,3600.0,2.0,3.7,1018.9,-8.4,0.0,W,3.3,Tiantan
24452,2015,12,14,19,55.0,55.0,18.0,53.0,800.0,30.0,3.8,1019.1,-10.7,0.0,WNW,5.9,Tiantan
